"date","offer_type","champions_league","cinema_and_series","documentary","hbo","children","internet_4g","internet_fiber","liga","movistar_tv","netflix","rakuten_tv","company_name","fixed_to_fixed_calls_minutes","fixed_to_fixed_calls_text","fixed_to_mobile_calls_minutes","fixed_to_mobile_calls_text","internet_download_speed_mb","internet_text","internet_upload_speed_mb","lines_included","mobile_additional_line","mobile_additional_line_fee","mobile_additional_line_text","mobile_download_capacity","mobile_download_capacity_unit","mobile_download_text","mobile_minutes","mobile_minutes_text","network","permanence_months","price_final_annual","price_final_monthly","price_promotional","price_promotional_months","price_text","product_name","promo","roaming","tv_channel_text","tv_channels_number"
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,pepephone,0.0,Consumo eléctrico 100% verde a precio de coste,0.0,Consumo eléctrico 100% verde a precio de coste,600,"600Mb Fibra Óptica",600,1.0,0,,,31.0,GB,"31GB y llamadas ilimitadas",999999999,"31GB y llamadas ilimitadas",Yoigo y MásMóvil,0,550.8,45.9,,0,Sin promociones limitadas en el tiempo,Fibra Móvil y Luz,Acumula Gigas: si no gastas tus GB los acumulas para el mes siguiente Añade líneas inimitables adicionales a 10€/mes,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,orange,999999999,Llamadas ilimitadas a fijos,1000.0,Llamadas ilimitadas a fijos,300,"300Mb Fibra Óptica",300,1.0,0,0.0,Líneas adicionales a 0€ los 3 primeros meses,5.0,GB,"5GB y llamadas ilimitadas",999999999,"5GB y llamadas ilimitadas",Orange y Orange,12,482.48,45.95,22.98,3,Durante 3 meses,Love Lite,,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,amena,999999999,Llam. Ilim. fijos nacionales,0.0,"21€/mes",100,"100Mb Fibra Óptica",100,1.0,0,0.0,,30.0,GB,"30GB y llamadas ilimitadas",999999999,"30GB y llamadas ilimitadas",Orange,12,551.4,45.95,,0,,Fibra 100Mb y tarifa 30GB,¡Ahora 50% en líneas adicionales para siempre! Gigas acumulables,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,600,"600Mb Fibra Óptica",600,,0,,,7.0,GB,"7GB y llamadas ilimitadas ",999999999,"7GB y llamadas ilimitadas ",,12,558.0,46.5,,0,Router wifi e instalación gratuita,Fibra 600 y 7GB,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,masmovil,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,1,0.0,"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. Además línea Extra de 3GB gratis durante 12 meses, despues 5€/mes.",5.0,GB,"5GB y llamadas ilimitadas",999999999,"5GB y llamadas ilimitadas",MásMóvil,3,532.8,46.9,36.9,3,Durante 3 meses,Fibra 600Mb | 5GB y 2ª linea gratis (3GB),"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. El resto de líneas adicionales 50% de descuento para siempre.",Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,alterna,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,5.0,GB,"5GB y llamadas ilimitadas",999999999,"5GB y llamadas ilimitadas","MásMóvil, Orange, Movistar y Yoigo",3,533.4,46.95,36.95,3,Durante 3 meses,Fibra 600Mb | 5GB | Llamadas ilimitadas,Bono gratis de 5GB durante 6 meses. Contratando antes del 15/01. Además 1 línea de 3GB y llamadas ilimitadas GRATIS,Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,300,"300Mb Fibra Óptica",300,,0,,,20.0,GB,"20GB y llamadas ilimitadas ",999999999,"20GB y llamadas ilimitadas ",,12,564.0,47.0,,0,Router wifi e instalación gratuita,Fibra 300 y 20GB,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,jazztel,999999999,Llamadas ilimitadas a fijos y móviles,999999999,,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,20.0,GB,"20GB y llamadas ilimitadas",999999999,"20GB y llamadas ilimitadas",Jazztel y Orange,12,575.4,47.95,,0,,Jazz ONE 600Mb,,Roaming incluido en laUnión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,jazztel,999999999,Llamadas ilimitadas a fijos y móviles,999999999,,600,"600Mb Fibra Óptica",600,2.0,1,0.0,,10.0,GB,"2 líneas con 10GB y llamadas ilimitadas",999999999,"2 líneas con 10GB y llamadas ilimitadas a compartir",Jazztel y Orange,12,575.4,47.95,,0,,Jazz DUO 600Mb,Incluye 2 líneas con 10GB y llamadas ilimitadas a compartir Línea adicional con 5GB por 8€/mes adicionales,Roaming incluido en laUnión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,300,"300Mb Fibra Óptica",300,,1,7.5,,7.0,GB,"2líneas con 7GB y llamadas ilimitadas cada una",999999999,"2líneas con 7GB y llamadas ilimitadas cada una",,12,576.0,48.0,,0,Router wifi e instalación gratuita,Fibra 300 y 2líneas con 7GB,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,600,"600Mb Fibra Óptica",600,,0,,,10.0,GB,"10GB y llamadas ilimitadas ",999999999,"10GB y llamadas ilimitadas ",,12,582.0,48.5,,0,Router wifi e instalación gratuita,Fibra 600 y 10GB,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,100,"100Mb Fibra Óptica",100,1.0,0,,,50.0,GB,"50GB y llamadas ilimitadas",999999999,"50GB y llamadas ilimitadas",Vodafone,12,586.8,48.9,,0,,Fibra 100 Mb | Móvil 50GB y llamadas ilimitadas ,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,300,"300Mb Fibra Óptica",300,1.0,0,,,30.0,GB,"30GB y llamadas ilimitadas",999999999,"30GB y llamadas ilimitadas",Vodafone,12,586.8,48.9,,0,,Fibra 300 Mb | Móvil 30GB y llamadas ilimitadas ,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,600,"600Mb Fibra Óptica",600,1.0,0,,,23.0,GB,"23GB y llamadas ilimitadas",999999999,"23GB y llamadas ilimitadas",Vodafone,12,586.8,48.9,,0,,Fibra 600 Mb | Móvil 23GB y llamadas ilimitadas,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,pepephone,0.0,No dispone de Teléfono Fijo,0.0,No dispone de Teléfono Fijo,600,"600Mb Fibra Óptica",600,1.0,0,,,31.0,GB,"31GB y llamadas ilimitadas",999999999,"31GB y llamadas ilimitadas",Yoigo y MásMóvil,0,586.8,48.9,,0,Sin promociones limitadas en el tiempo,Pareja inimitable,Acumula Gigas: si no gastas tus GB los acumulas para el mes siguiente Añade líneas inimitables adicionales a 10€/mes,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,100,"100Mb Fibra Óptica",100,1.0,0,0.0,,15.0,GB,"15GB y llamadas ilimitadas",999999999,"15GB y llamadas ilimitadas",Yoigo,3,588.0,49.0,,0,,Fibra 100Mb Sinfín 15GB,"Primera línea Duo Gratis, las siguientes 9€. O si lo prefieres descuento en líneas adicionales del 50% Incluye línea extra llamadas ilim y datos compartidos (15GB).",Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,100,"100Mb Fibra Óptica",100,1.0,1,0.0,,15.0,GB,"2líneas con 15GB y llamadas ilimitadas a compartir",999999999,"2líneas con 15GB y llamadas ilimitadas a compartir",Yoigo,3,588.0,49.0,,0,,Fibra 100Mb Sinfín 15GB 2,Y llévate de regalo 12 meses gratis de El Corte Inglés Plus. Incluye línea extra llamadas ilim y datos compartidos (15GB).,Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,excom,1000.0,"1000 minutos a fijos y móviles nacionales",1000.0,"1000 minutos a fijos y móviles nacionales",600,"600Mb de Fibra Óptica",600,1.0,0,0.0,,20.0,GB,"20GB y llamadas ilimitadas",999999999,"20GB y llamadas ilimitadas",Orange,12,598.68,49.89,,0,,Internet 600Mb Fibra Óptica | Llam ilimitadas y 20GB,Ahórrate hasta el 100% del alta e instalación La tarifa que necesitas. Disfruta desde ya Internet Excom vía Fibra Óptica. Línea de móvil incluida,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,masmovil,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,1,0.0,"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. Además línea Extra de 3GB gratis durante 12 meses, despues 5€/mes.",20.0,GB,"20GB y llamadas ilimitadas",999999999,"20GB y llamadas ilimitadas",MásMóvil,3,568.8,49.9,39.9,3,Durante 3 meses,Fibra 600Mb | 20GB y 2ª linea gratis (3GB),"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. El resto de líneas adicionales 50% de descuento para siempre.",Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,alterna,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,20.0,GB,"20GB y llamadas ilimitadas",999999999,"20GB y llamadas ilimitadas","MásMóvil, Orange, Movistar y Yoigo",3,569.4,49.95,39.95,3,Durante 3 meses,Fibra 600Mb | 20GB | Llamadas ilimitadas,Bono gratis de 5GB durante 6 meses. Contratando antes del 15/01. Además 1 línea de 3GB y llamadas ilimitadas GRATIS,Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,llamaya,999999999,Llamadas ilimitadas a fijos y 60min a móviles,60.0,Llamadas ilimitadas a fijos y 60min a móviles,300,"300Mb Fibra Óptica",300,1.0,1,5.0,,20.0,GB,"2 líneas con 20GB y 5GB con llamadas ilimitadas",999999999,"2 líneas con 20GB y 5GB con llamadas ilimitadas",MásMóvil y Yoigo,12,570.0,50.0,40.0,3,Durante 3 meses,Fibra 300Mb con 20GB y llamadas ilimitadas,Promo Try&Buy: Fibra de 300Mb a precio de 50Mb durante 3 meses Línea adicional con 5Gb y llamadas ilimitadas por 5€/mes,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,vodafoneyu,0.0,Llamadas ilimitadas a fijos y móviles,0.0,Fijo: llamadas ilimitadas a fijos y a móviles nacionales.,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas",,12,600.0,50.0,,0,,Heavy Yuser y Fibra,,Roaming en Europa y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,virgintelco,999999999,Llamadas ilimitadas a fijos y 100 min. a móviles,100.0,Llamadas ilimitadas a fijos y 100 min. a móviles,300,"300Mb Fibra Óptica",300,1.0,0,0.0,,50.0,GB,"50GB y llamadas ilimitadas",999999999,"50GB y llamadas ilimitadas",Orange,0,612.0,51.0,,0,El primer mes gratis,Fibra 300 MB + 50GB + Ilimitadas + Fijo,"¡Alta, instalación y router wifi gratis! Además añade una linea adiccional con 10GB por 9€/mes. ¡Además puedes incluir Netflix Fan durante 6 meses gratis y 10GB Extra para tu móvil, después 8€/mes y continua con 10GB Extra!",Roaming en Europa y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,virgintelco,999999999,Llamadas ilimitadas a fijos y 100 min. a móviles,100.0,Llamadas ilimitadas a fijos y 100 min. a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas",Orange,0,612.0,51.0,,0,El primer mes gratis,Fibra 600 MB + 25GB + Ilimitadas + Fijo,"¡Alta, instalación y router wifi gratis! Además añade una linea adiccional con 10GB por 9€/mes. ¡Además puedes incluir Netflix Fan durante 6 meses gratis y 10GB Extra para tu móvil, después 8€/mes y continua con 10GB Extra!",Roaming en Europa y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,orange,999999999,Llamadas ilimitadas a fijos,1000.0,Llamadas ilimitadas a fijos,300,"300Mb Fibra Óptica",300,1.0,0,0.0,Líneas adicionales a 0€ los 3 primeros meses,25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas",Orange y Orange,12,555.98,52.95,26.48,3,Durante 3 meses,Love Original,Fibra y móvil al 50% de descuento Incluye una segunda línea con datos a compartir sin minutos gratis,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,100,"100Mb Fibra Óptica",100,,0,,,999999999,GB,GB y llamadas ilimitadas ,999999999,GB y llamadas ilimitadas ,,12,636.0,53.0,,0,Router wifi e instalación gratuita,Fibra 100 y GB Ilimitados,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,300,"300Mb Fibra Óptica",300,1.0,0,,,50.0,GB,"50GB y llamadas ilimitadas",999999999,"50GB y llamadas ilimitadas",Vodafone,12,646.8,53.9,,0,,Fibra 300 Mb | Móvil 50GB y llamadas ilimitadas ,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,600,"600Mb Fibra Óptica",600,1.0,0,,,30.0,GB,"30GB y llamadas ilimitadas",999999999,"30GB y llamadas ilimitadas",Vodafone,12,646.8,53.9,,0,,Fibra 600 Mb | Móvil 30GB y llamadas ilimitadas,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,600,"600Mb Fibra Óptica",600,,1,7.5,,7.0,GB,"2líneas con 7GB y llamadas ilimitadas cada una",999999999,"2líneas con 7GB y llamadas ilimitadas cada una",,12,648.0,54.0,,0,Router wifi e instalación gratuita,Fibra 600 y 2líneas con 7GB,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,movistar,999999999,Llamadas ilimitadas a fijos nacionales,0.0,No dispone de llamadas gratis a móviles,600,"600Mbps Fibra Óptica",600,1.0,1,0.0,,25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas",Movistar,0,583.8,54.9,29.9,3,"Incluye canales de TDT, #0, #vamos y ahora canales infantiles (Nickelodeon, Nick Jr, Disney Junior…)",Conecta MAX,,Roaming incluido en toda la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,masmovil,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,1,0.0,"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. Además línea Extra de 3GB gratis durante 12 meses, despues 5€/mes.",25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas",MásMóvil,3,613.8,54.9,39.9,3,"Durante 3 meses, despues 49,9€ hasta el mes 12, a partir del mes 12 54,90€/mes",Fibra 600Mb | 25GB y 2ª linea gratis (3GB),"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. El resto de líneas adicionales 50% de descuento para siempre.",Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,masmovil,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,100,"100Mb Fibra Óptica",100,1.0,1,10.0,"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. Además línea Extra de 3GB gratis durante 12 meses, despues 5€/mes.",25.0,GB,"2 líneas con 25GB y llamadas ilimitadas",999999999,"2 líneas con 25GB y llamadas ilimitadas",MásMóvil,3,598.68,54.9,49.9,3,"Durante 12 meses, despues 54,90€/mes",Fibra 100Mb | 25GB (x2) y 3ª linea gratis (3GB),"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. El resto de líneas adicionales 50% de descuento para siempre",Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,alterna,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,25.0,GB,"25GB y llamadas ilimitadas",999999999,"25GB y llamadas ilimitadas","MásMóvil, Orange, Movistar y Yoigo",3,614.4,54.95,39.95,3,Durante 3 meses,Fibra 600Mb | 25GB | Llamadas ilimitadas,Bono gratis de 5GB durante 6 meses. Contratando antes del 15/01. Además 1 línea de 3GB y llamadas ilimitadas GRATIS,Roaming Incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,vodafone,0.0,Llamadas ilimitadas a fijos y móviles,0.0,Fijo: llamadas ilimitadas a fijos y a móviles nacionales.,300,"300Mb Fibra Simétrica",300,1.0,1,0.0,,999999999,GB,"2 líneas: GB y llamadas ilimitadas  y 4GB con 200 min",999999999,"2 líneas: GB y llamadas ilimitadas  y 4GB con 200 min",Vodafone,12,575.88,54.99,26.99,3,Durante 3 meses,Vodafone One Ilimitada 300Mb + Linea Mini Gratis,"Añade líneas adicionales con descuento del 50% y además ahora sin permanencia. Además por 0,99€/mes durante 24 meses lleváte el Samsung A20, el LG K30 o el Alcatal 3L. ¡Ahora todas las tarifas Vodafone One con 5G! Roaming incluido en Europa y EEUU. Además incluye sin coste una línea adicional con 4GB y 200 minutos gratis.",Roaming en Europa y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,movistar,999999999,Llamadas ilimitadas a fijos nacionales,0.0,No dispone de llamadas gratis a móviles,300,"300Mbps Fibra Óptica",300,1.0,1,0.0,,5.0,GB,"2 líneas con 5GB, 200 minutos y  0cént/min respectivamente",200.0,"2 líneas con 5GB, 200 minutos y  0cént/min respectivamente",Movistar,0,660.0,55.0,,0,"Incluye canales de TDT, #0, #vamos y ahora canales infantiles (Nickelodeon, Nick Jr, Disney Junior…)",FUSIÓN #0 con 300Mb,"Incluye canales de TDT, #0, #vamos y ahora canales infantiles (Nickelodeon, Nick Jr, Disney Junior…) 2 Líneas: 1 Línea con 5GB y 200 minutos y otra línea con 5GB y llamadas a 0cént./min.",Roaming incluido en toda la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,virgintelco,999999999,Llamadas ilimitadas a fijos y 100 min. a móviles,100.0,Llamadas ilimitadas a fijos y 100 min. a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,50.0,GB,"50GB y llamadas ilimitadas",999999999,"50GB y llamadas ilimitadas",Orange,0,684.0,57.0,,0,El primer mes gratis,Fibra 600 MB + 50GB + Ilimitadas + Fijo,"¡Alta, instalación y router wifi gratis! Además añade una linea adiccional con 10GB por 9€/mes. ¡Además puedes incluir Netflix Fan durante 6 meses gratis y 10GB Extra para tu móvil, después 8€/mes y continua con 10GB Extra!",Roaming en Europa y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,300,"300Mb Fibra Óptica",300,,0,,,999999999,GB,GB y llamadas ilimitadas ,999999999,GB y llamadas ilimitadas ,,12,696.0,58.0,,0,Router wifi e instalación gratuita,Fibra 300 y GB ilimitados,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,aloha,0.0,No dispone de fijo,0.0,No dispone de fijo,600,"600Mb Fibra Óptica",600,1.0,0,,,50.0,GB,"50GB y llamadas ilimitadas",999999999,"50GB y llamadas ilimitadas",Vodafone,12,706.8,58.9,,0,,Fibra 600 Mb | Móvil 50GB y llamadas ilimitadas,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,pepephone,0.0,No dispone de Teléfono Fijo,0.0,No dispone de Teléfono Fijo,600,"600Mb Fibra Óptica",600,2.0,1,10.0,,31.0,GB,"2 líneas con 31GB y llamadas ilimitadas",999999999,"2 líneas con 31GB y llamadas ilimitadas",Yoigo y MásMóvil,0,706.8,58.9,,0,Sin promociones limitadas en el tiempo,Fibra 600MB + 2 Líneas,Dos líneas de móvil con llamadas ilimitadas y 31GB. Acumula Gigas: si no gastas tus GB los acumulas para el mes siguiente  -1€ por cada año enPepephone! Incluye 2 líneas móviles. Sin permanencia ni cuota de alta e instalación. 200Mbps que en realidad son 300Mbps para que siempre tengas más de lo contratado!,Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,600,"600Mb Fibra Óptica",600,1.0,0,0.0,,15.0,GB,"15GB y llamadas ilimitadas",999999999,"15GB y llamadas ilimitadas",Yoigo,3,678.0,59.0,49.0,3,Durante 3 meses,Fibra 600Mb Sinfín 15GB,"Primera línea Duo Gratis, las siguientes 9€. O si lo prefieres descuento en líneas adicionales del 50% Incluye línea extra llamadas ilim y datos compartidos (15GB).",Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,600,"600Mb Fibra Óptica",600,1.0,1,0.0,,15.0,GB,"2líneas con 15GB y llamadas ilimitadas a compartir",999999999,"2líneas con 15GB y llamadas ilimitadas a compartir",Yoigo,3,678.0,59.0,49.0,3,Durante 3 meses,Fibra 600Mb Sinfín 15GB 2,Y llévate de regalo 12 meses gratis de El Corte Inglés Plus. Incluye línea extra llamadas ilim y datos compartidos (15GB).,Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,100,"100Mb Fibra Óptica",100,1.0,0,0.0,,999999999,GB,GB y llamadas ilimitadas,999999999,GB y llamadas ilimitadas,Yoigo,3,708.0,59.0,,0,,Fibra 100Mb Sinfín GB infinitos,"Primera línea Duo Gratis, las siguientes 9€. O si lo prefieres descuento en líneas adicionales del 50% Y llévate de regalo 12 meses gratis de El Corte Inglés Plus.",Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,100,"100Mb Fibra Óptica",100,1.0,1,0.0,,999999999,GB,"2 líneas con GB y llamadas ilimitadas a compartir",999999999,"2 líneas con GB y llamadas ilimitadas a compartir",Yoigo,3,708.0,59.0,,0,,Fibra 100Mb Sinfín GB infinitos 2,Y llévate de regalo 12 meses gratis de El Corte Inglés Plus. Incluye línea extra llamadas ilim y datos compartidos.,Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,yoigo,999999999,Llamadas ilim y 60 min a móviles,60.0,Llamadas ilim y 60 min a móviles,100,"100Mb Fibra Óptica",100,1.0,0,0.0,,999999999,GB,GB y llamadas ilimitadas,999999999,GB y llamadas ilimitadas,Yoigo,3,744.0,62.0,,0,,Preocúpate Cero FIBRA 100Mb,"Incluye atención personal de un gestor en todo momento, ayuda experta con tus dispositivos y apps, instalación todo conectado… Ahora con una experiencia mucho más personalizada",Incluido en Unión Europea y EEUU,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,movistar,999999999,Llamadas ilimitadas a fijos nacionales,0.0,No dispone de llamadas gratis a móviles,1000,"1000Mbps Fibra Óptica",1000,1.0,1,0.0,Línea adicional de regalo: 0 cént/min y 200MB,5.0,GB,"2 líneas con 5GB, 200 minutos y  0cént/min respectivamente",200.0,"2 líneas con 5GB, 200 minutos y  0cént/min respectivamente",Movistar,0,744.0,62.0,,0,"Incluye canales de TDT, #0, #vamos y ahora canales infantiles (Nickelodeon, Nick Jr, Disney Junior…)",FUSIÓN #0 con 1000 Mb,"Incluye canales de TDT, #0, #vamos y ahora canales infantiles (Nickelodeon, Nick Jr, Disney Junior…) 2 Líneas: 1 Línea con 5GB y 200 minutos y otra línea con 5GB y llamadas a 0cént./min.",Roaming incluido en toda la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,orange,999999999,Llamadas ilimitadas a fijos,1000.0,Llamadas ilimitadas a fijos,300,"300Mb Fibra Óptica",300,1.0,0,0.0,Líneas adicionales a 0€ los 3 primeros meses,30.0,GB,"30GB y llamadas ilimitadas",999999999,"30GB y llamadas ilimitadas",Orange y Orange,12,660.98,62.95,31.48,3,Durante 3 meses,Love Extra,"Descuento durante 3 meses, incluye Orange TV Play, Netflix y amazon Prime. Incluye una segunda línea con datos a compartir sin minutos gratis",Roaming incluido en la Unión Europea,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,olephone,0.0,No dispone de fijo,0.0,,600,"600Mb Fibra Óptica",600,,0,,,999999999,GB,GB y llamadas ilimitadas ,999999999,GB y llamadas ilimitadas ,,12,768.0,64.0,,0,Router wifi e instalación gratuita,Fibra 600 y GB Ilimitados,,,,
"2021-02-08",internet+fijo+movil,false,false,false,false,false,false,true,false,false,false,false,masmovil,999999999,Llamadas ilimitadas a fijos y 60mins a móviles,60.0,Llamadas ilimitadas a fijos y 60mins a móviles,600,"600Mb Fibra Óptica",600,1.0,1,16.0,"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. Además línea Extra de 3GB gratis durante 12 meses, despues 5€/mes.",20.0,GB,"3 líneas con 20GB y llamadas ilimitadas",999999999,"3 líneas con 20GB y llamadas ilimitadas",MásMóvil,3,760.8,65.9,55.9,3,Durante 3 meses,Fibra 600Mb | 20GB (x3) y 4ª linea gratis (3GB),"2ª Linea Gratis para siempre con 3GB y llamadas ilimitadas. El resto de líneas adicionales 50% de descuento para siempre.",Roaming Incluido en la Unión Europea,,
